책 이름,작가,장르,ISBN,책 소개
중국이 내게 말을 걸다,이욱연,"국내도서
 > 
역사/문화
 > 
동양사
 > 
중국사
 > 
중국문화사",9.78894E+12,"중국을 이해하는 창(窓) 중국의 문화를 통해 중국을 알아본다!
『중국이 내게 말을 걸다』는 중국 전문가 이욱연 교수(서강대 중국문화)가 중국 현대영화 16편의 배경이 된 중국 전역 13곳을 여행하며 쓴 문화기행서이다. 중국 본토 유학 1세대인 저자가 중국의 수도 베이징에서부터 창강(長江)의 오지까지 구석구석을 누비며 쓴 책으로, 현대 중국 문화의 심층을 전달하는 깊이 있는 분석과 생생한 현장감으로 중국 문화에 대한 이해를 돕는다.이 책은 저자가 중국 구석구석을 누비며 각 지역의 문화와 역사의 숨결을 전한다. 저자가 책을 통해 특히 강조하는 것은 문화다. 정치나 경제와 같은 딱딱한 차원을 이해하는 것으로는 부족하며 이제는 하드 차이나에서 소프트 차이나, 이른바 중국의 문화를 제대로 읽어내야 한다는 것이다.한국인의 눈에 비친 중국문화의 특색을 날카롭게 파헤치고 있는 이 책은, 중국문화에서 경제와 정치를 엿볼 수 있게 한다. 체면을 중시 여기는 중국인에게 ‘체면 마케팅’을 시도하여 큰 성공을 거둔 사례, 중국의 훠꿔(샤브샤브)에서는 자신의 취향에 따라 재료를 먹는다는 이야기 등을 통해 세계에서 세 번째로 가장 큰 나라 중국을 이해할 수 있게 도와준다. 특히 중국문화에서 빼 놓을 수 없는 영화를 통해 중국 문화를 바라볼 수 있게 안내한다. 〈font color=""ffb6c1""〉☞〈/font〉 이런 점이 좋습니다!〈중국이 내게 말을 걸다〉는 중국문화의 숨결을 한국인의 시각에서 가늠한 독특한 저서이다. 중국과 교류가 짖어지면서 한국에 많이 알려졌지만 중국에 대한 이해는 여전히 피상적이다. 그런 점에서 이 책은 중국을 바르게 이해할 수 있게 도와주어 중국으로의 유학이나 사업을 준비하는 사람들에게 바른 가이드를 제시할 수 있다."
"아는데 모르는 나라, 일본",박탄호,"국내도서
 > 
역사/문화
 > 
동양사
 > 
일본사
 > 
일본문화사",9.79119E+12,"가깝고도 먼 나라? 아는데 모르는 나라!일본에 가서 직접 보고 겪으면 살며시 고개를 드는 궁금증을 풀어주는 서른한 가지 이야기가 더 풍성하고 두 배로 재미있는 일본 여행을 만들어준다.
일본 정부의 대對한국 수출금지 조치에 따른 불매 운동과 뒤이어 세계인의 일상을 멈추게 한 코로나19 대유행으로 인해 몇 해 동안 닫혀 있던 일본 여행의 문이 활짝 열렸다. 일본정부관광국(JNTO)이 발표한 자료에 따르면, 2023년 1~5월 일본 방문 외국인 863만여 명 중 한국인은 29.9퍼센트에 달하는 258만여 명으로, 전체 외국인 관광객 중 1위를 차지했다고 한다. 어쩌면 우리가 모르는 줄도 몰랐던 낯선 일본가까운 거리와 그에 따른 긴밀한 교류, 침략과 식민지배, 과거사 반성과 관련된 이슈 등 일본은 늘 ‘가깝고도 먼 나라’로 불렸다. 그럼에도, 이처럼 많은 사람이 찾는 여행지로서 일본이 가진 매력을 부정할 수는 없다. 큰맘 먹지 않아도 갈 수 있는 거리, 비슷한 듯 다른 자연과 거리 풍광, 한국인의 입에 맞는 음식 등으로 인해 일본을 여러 차례 찾는 한국인 여행자가 많다. 일본이라는 여행지의 매력 중 하나는 처음에는 한국과 비슷한 풍경과 문화, 음식이 보이지만, 보면 볼수록 비슷한 듯 다른 점을 만나게 된다는 것. 비슷한 자연과 긴밀한 교류, 깊게 얽힌 역사 때문에 일본에 관해 알 만큼 안다고 생각할 때마다, 보란 듯이 낯선 것들이 눈에 들어온다. 일본이 자랑하는 고속철도 신칸센 열차의 선두 차량은 왜 뾰족한 모양을 하고 있을까? 일본의 도로를 수놓은 경차들은 왜 우유곽 모양을 하고 있을까? 전 세계 택시 중 왜 유독 일본 택시만 자동으로 열고 닫히는 문을 장착했을까? 게이샤들이 얼굴을 새하얗게 칠하는 이유는 예뻐 보이기 위해서일까? 일본 초등학생들은 왜 하나같이 그렇게 크고 무거운 가방을 메고 다닐까? 대중목욕탕 벽에 후지산 그림을 그려놓은 이유는 무엇일까? 일본이 ‘혼밥’의 천국이 된 사연은 무엇일까? 깃사텐과 카페는 어떻게 다른 찻집일까? 왜 일본 식당에서는 젓가락만 줄까? 소소하다면 소소한 궁금증들을 이렇게 열거하다 보면, 어느새 일본은 ‘아는데 모르는 나라’가 되어 있다.도서출판 따비의 신간 《아는데 모르는 나라, 일본-가서 보면 궁금해지는 시시콜콜 일본 문화》는 바로 이런, 어쩌면 우리가 모르는지도 몰랐던 낯선 일본에 대해 이야기해주는 책이다."
일본사 시민강좌,이재석,"국내도서
 > 
역사/문화
 > 
동양사
 > 
일본사
 > 
일본사일반",9.79119E+12,"‘방법’으로서의 일본사 읽기, 감정을 넘어 체계적 이해와 건전한 비판을 통해 역사를 주시하는 첫 일본사 대중 강연을 한 권의 책으로!
여행, 음식, 대중문화를 통해 우리의 일상이 된 이웃나라. 식민 경험의 쓰라린 역사가 가로놓여 있기에 ‘가위바위보’조차도 질 수 없는 숙명의 라이벌. 호기심과 불편함이 뒤얽힌 뜨거운 관심에 비해 우리는 일본이 걸어온 역사를 얼마나 냉철하게 알고 있을까? 이러한 질문을 던지며 2022년 가을, 일본사학회와 경향신문 후마니타스 연구소 공동 주최로 최초의 ‘본격’ 일본사 대중 강연이 한 권의 책으로 묶였다. 10명의 강사진이 제안하는 첫 번째 공부법은 전체를 시대순으로 훑어야 하는 부담스런 통사 읽기가 아니라, 구체적인 관심사에서 확장하는 일본사 깊게 읽기다. 그래서 이 책은 티격태격 한일 관계의 원형이 된 고대 양국 관계사로 시작하여 호칭부터 핫이슈인 ‘천황’과 ‘왜왕’의 역사적 의미를 탐색한다. 세계사적 대전환 속에서 총과 은으로 촉발된 근세 일본의 격동을 살피고, 일본에서 유교(유학)와 그리스도교가 우리와 비교해 어떤 전개를 보였는지를 검토한다. 또한 모든 현재의 원점이 된 ‘메이지유신’이라는 푯대를 설정하고, 이후 일본의 상황을 천황제, 여성운동, 식민지 지배 전략, 전쟁과 집단학살 등의 키워드로 톺아본다. 『일본사 시민강좌』의 두 번째 제안은 일본의 역사를 어떤 대상과 상황을 이해하기 위한 인식의 소재로 파악하는, ‘방법’으로서의 일본사 읽기다. 위와 같은 공부법은 단순한 이웃나라의 역사를 알아가는 것을 넘어 우리, 아시아, 세계의 이해로 확장되는 지적 경험을 선사한다. 10명의 강사가 일식당의 ‘오마카세’ 코스요리 차림표처럼 가지고 온 흥미진진한 토픽은 객관적인 역사 인식을 통해 한일 관계를 슬기롭고 비판적으로 주시하고 싶은 시민에게 흥미와 공부가 꼬리에 꼬리를 무는 선순환이 만들어지는 독서 체험을 가져다 줄 것이다."
일본의 굴레,태가트 머피R,"국내도서
 > 
역사/문화
 > 
동양사
 > 
일본사
 > 
일본사일반",9.78897E+12,"일본이라는 복잡한 나라를 투명하게 보여주는 놀라운 통찰력“지난 20년간 외국인 저자가 일본에 대해 쓴 가장 중요한 책!”
오늘날 일본만큼 우리 국민에게 피로감을 안겨주는 나라도 없을 것이다. 2019년의 “노 재팬” 이후 어느 정도 격앙된 감정은 가라앉았다 해도 그 어느 때보다 일본에 대한 비호감도가 올라가 있는 지금이다. 당분간 이 분위기는 나아지리란 보장이 없다. 최악이었던 아베 내각이 물러났다지만 그 연장선에서 스가 내각이 들어서 있고, 일본 사회의 전반적인 우익 분위기, 과거사 부정, 국제무대에서의 한국에 대한 공격, 은근한 무시 등이 적대적 감정의 순환 고리를 형성하고 있다. 우리 또한 일본에 대해서는 전혀 전향적이지 않다. 일본을 잘 안다고 생각하지만, 사실 흥미 위주의 문화적 접근 외에 자신 있게 잘 안다고 말할 수 있을까. 한마디로 양국은 서로를 인정하지 않고, 진지하게 알려고도 하지 않으며, 피상적·적대적으로 상대방을 손가락질하는 상태에 멈춰 있다. 그런 상황에서 출판은 어떤 태도를 취해야 할까. 그 적대감정을 부추겨야 할 것인가, 아니면 곪아 있는 상태를 외면한 채 문화적·실용적 교류에만 충실할 것인가. 이번에 출간된 『일본의 굴레』에는 이도저도 못 하는 답답한 상황을 풀어보고자 하는 복잡한 심리가 배경으로 깔려 있다.여기 태가트 머피라는 미국인이 쓴 『일본의 굴레』라는 두툼한 인문서가 있다. 부제가 독특하다. “타인의 눈으로 안에서 통찰해낸 일본의 빛과 그늘”이란 말은 이 책의 정체성을 가장 잘 드러내준다. 이 책의 저자는 국제정치경제 전문가인 미국인으로 열다섯 살에 처음 일본 땅에 발을 내디딘 이후로 40년 이상 일본에서 생활해온 일본통이다. 그는 서양인으로서 일본의 낯설고 이질적이며 표면적으로 이해하기 힘든 모습에 흠뻑 빠졌다가 이내 거리두기를 하면서 내부자이자 동시에 외부자로서 이 사회의 모순적인 측면들을 하나둘씩 파악해간다. 그가 보기에 일본 사람들은 이상했다. 굴욕적일 만큼 친절한 서비스에, 뭔가 불평할 만한 일이 생겨도 침묵으로 일관할 때가 많았고, 권력에 도전하는 일은 좀체 하지 않는 체념적 모습을 일상적으로 보였다. 다른 한편 그들의 섹스 산업은 서양인들이 상상하기 힘든 방식으로 꽃을 피웠다. 또 일본인들은 작은 일에서 쾌락을 찾는다. 일본인들의 가장 독특한 면모는 모순을 모순이라고 생각하지 않는다는 점이다. 저자는 자신이 일본을 좋아하면 할수록 그들의 삶에는 어떤 비극적 요소가 덧입혀져 있음을 깨닫는다. 일본 근대사의 대부분은 비극인데, 이 비극은 내외부적 요인이 결합해 일어났다기보단 일본인들 내부의 ‘무언가’로부터 비롯되었음을 이 책을 통해 통찰해낸다.“일본에 처음 왔을 때 이 책을 읽었더라면 얼마나 좋았을까 수없이 생각했습니다. 이 책에는 태가트 씨가 평생 일본에서 살며 일본에 대해 보고 배운 그야말로 모든 것이 담겨 있습니다. 나라와 교토의 설립부터 시작해서, 전국시대의 혼란, 에도 시대 사회의 얼개, 쇄국 정책과 메이지 유신, 제2차 세계대전의 광기, 전후의 경제 기적과 샐러리맨 문화, 1980년대 버블의 형성과 붕괴, 최근의 아베 정권에 이르기까지 역사와 경제와 정치와 문화를 종횡무진 넘나들며 일본 사회에 대한 저자의 전방위적인 통찰을 보여줍니다.” 일본에서 직장을 다니며 오래 생활하고 있는 역자들은 “일본을 이해하기 위해 이보다 좋은 책은 없다”는 확신을 가지고 이 책을 번역했다. 역사의 긴 흐름 위에서 일본의 정치, 경제, 문화를 하나로 꿰어서 일목요연하게 이해하고 종합적인 교양과 통찰력을 제시한 책이 그리 흔한 것은 아니기 때문이다."
오늘의 베트남,안경환,"국내도서
 > 
역사/문화
 > 
동양사
 > 
동남아시아사",9.78898E+12,"상사맨에서 대학 총장까지 다양한 시선으로 -현지 35년차 베트남통 안경환 교수가 쓴 ‘리얼 베트남’
한국의 수출국 3위, 이주자 출신국 2위지만여전히 낯선 나라 베트남의 실체를 보여준다 현재 베트남을 관광 목적으로 방문하는 외국인 중에는 한국인이 가장 많다. (2023년 360만 명으로 1위) 그뿐 아니라 어느새 베트남은 한국의 수출국 3위, 이주자 출신국으로는 중국 다음으로 2위를 차지하고 있다. 알고 보면 고려 시대부터 교류했던 오랜 인연이 있지만, 냉전 중에 단교 후 한국-베트남 수교는 이제 30년을 넘겼다. 최근 양국은 포괄적 전략 동반자라는 밀접한 새 관계에 돌입했다.  《오늘의 베트남》은 ‘베트남’ 하면 떠오르는 쌀국수 ‘퍼’, 흰색 아오자이와 모자, 베트남 전쟁을 넘어서 베트남을 제대로 이해하는 데 꼭 필요한 역사와 문화, 현지 사람들의 생활 방식 등 베트남의 속내를 알고 싶은 이들을 위해 6가지 키워드를 골라냈다. 중국ㆍ몽골ㆍ프랑스ㆍ미국 등 외세에서 자국을 지켜낸 오랜 세월에서 비롯된 ‘자주의식과 자존심’, 동남아시아 중 유일한 ‘유교 국가’, 존경 받는 ‘국부 호찌민’, 베트남식 개혁개방인 ‘도이머이’, ‘농경문화’가 스며든 라이프스타일과 젊은 인구 베트남의 미래 등 저자는 한-베 수교 전인 1989년부터 베트남에서 겪었던 크고 작은 경험담을 덧붙여 이야기에 생생함을 더했다. 또한 세계 10대 여행지로 각광 받는 베트남에서 놓치지 말아야 할 곳들도 소개한다.한국과 베트남은 역사와 문화에서 여러 모로 닮은꼴이다. 조원일 베트남 전 한국 대사와 쩐쫑또안 주한 베트남 대사가 한목소리로 말한다. “한국만큼 베트남과 유사한 문화를 가진 나라는 없다.” 게다가 지금 베트남 젊은 세대에게 인기를 끄는 K-컬처와 한국어 배우기 열풍까지, 베트남은 “오래됐지만 새로운 친구”다. 이 책은 선입견을 넘어 독자를 ‘리얼 베트남’으로 이끌어줄 것이다."
국화와 칼,루스 베네딕트,"국내도서
 > 
역사/문화
 > 
동양사
 > 
일본사
 > 
일본사일반",9.78893E+12,"이중적이면서도 모순적인 일본인의 특성을 간파한 명저!
일본을 이해하는 데 가장 도움이 되는 고전 가운데 하나인 『국화와 칼』. 1944년, 당시 일본과 전쟁 중이던 미국은 미국인으로서는 도저히 이해할 수 없는 일본인의 행동을 연구하고자 했다. 루스 베네딕트는 미 국무성의 위촉으로 2년여 동안 일본 문화를 연구하고 분석했는데, 이 책은 그 결과물로, 일본인의 독특한 행동, 가치관을 그들의 입장에서 올바로 이해했다는 평가를 받고 있으며, 이로써 루스 베네딕트는 인류학에서 중요한 위치를 점하게 되었다.이 책은 일본 문화의 핵심적인 요소들인 계층적 위계질서 의식, 수치와 죄책감의 문화, 은혜에 관한 개념 등을 최초로 명확하게 분석함으로써 차후의 일본 문화 분석에 아주 기본적인 준거가 되었다. 책의 초반부에서 일본인 특유의 모순적 성격, 즉 공격적이며 동시에 수동적이고, 호전적이면서 심미적이며, 무례하고도 공손하고, 충성스러움과 동시에 간악하며, 용감하면서 비겁하다 등 양립할 수 없는 듯 보이는 행동 양상을 보이는 민족성을 위계서열 의식, 은혜와 보은, 그리고 의리에 대한 독특한 도덕 체계, 죄와 악에 대한 의식이 결여된 대신 수치심을 기본으로 하는 일본의 문화 체계로 설명하면서 손에는 아름다운 국화, 허리에는 차가운 칼을 찬 일본인으로 결론짓는다. 이 책이 일본을 다룬 다른 책들보다 더 큰 객관적 의미를 갖는 이유는 승전국의 한 인류학자가 가질 법한 우월의식을 스스로 견제하면서 일본에 단 한 번도 방문하지 않고도 일본에 대한 뿌리 깊은 서구적 편견과 선입관을 극복하고자 했던 저자의 고뇌가 엿보이기 때문이다. 일본을 직접 방문하지 않고 수많은 기록들과 문헌, 미국에 거주하는 일본인을 조사하는 것으로 연구를 진행했기에 함께 생활하면 생기게 되는 주관적인 관점 없이 오히려 객관적일 수 있었다."
청명상하도,톈위빈,"국내도서
 > 
역사/문화
 > 
동양사
 > 
중국사
 > 
중국중세사",9.79117E+12,"중국 국보 1호 「청명상하도」가그 비밀과 문화적 함의를 드러내다세밀한 읽기로 생동감 넘치게 이뤄낸 미시사의 장관
중국의 국보 1호는 「청명상하도淸明上河圖」다. 대형 건축물이나 불상도 아닌 그림이 국보 1호인 까닭은 그것이 그만큼 중요하기 때문일 것이다. 「청명상하도」는 중국 10대 명화 중 하나로 12세기 북송北宋시대 한림학사 장택단張擇端이 그린 풍속화다. 세로 24.8센티미터, 가로 528.7센티미터 크기로 비단 권축(두루마리) 형식이며 북송 왕조의 수도 변경?京(지금의 허난성 카이펑開封)을 배경으로 청명절淸明節을 지내는 도성 인파가 생동감 넘치게 표현되어 있다. 송나라의 번영이 생생하게 표현된 이 그림에는 무려 사람 814명, 선박 28척, 동물 60마리, 건축물 30동, 우마차 20대, 가마 8대, 나무 170그루가 그려져 있다. 송대의 인물 풍정과 사회적 번영을 사실주의적 화풍으로 그려내 예술적·역사적 고증 측면에서 가치가 높은 것으로 평가된다. 수도 변경을 흐르는 변하?河를 사이에 두고 교외, 시내, 배, 다리, 성문, 시가 등이 순서대로 보이고 술집, 상점, 노점, 상인 우마차 및 군중 등이 배치되는 형식이며, 원근법이 적용돼 사진처럼 정확하고 사실적이다.저자 톈위빈은 「청명상하도」를 세밀하게 관찰하며 포착한 36개의 이야기를 이 책에 담았다. 먼저 이 책은 그림 한 점을 다룬 책이라는 점이 독특하다. 그간 우리나라에 출간된 고미술 관련 책들은 주로 시대나 작가를 테마로 삼았다. 작품 하나를 두고 세밀하게 살펴본 책은 전무하다. 새벽녘 당나귀에 숯을 싣고 길을 재촉하는 아버지와 아들, 가마를 타고 이동하며 밖을 내다보는 여인, 형형색색의 비단으로 화려하게 장식한 경성의 주점과 그곳에서 술잔을 기울이는 사람들, 변하를 가로지르는 함선과 홍교 다리에 모여 이를 구경하는 사람들 등 중국 고미술계의 스타 도슨트 톈위빈의 생생한 해설과 함께 떠들썩한 송나라 서민들의 일상을 만나볼 수 있다."
상나라 정벌,리숴,"국내도서
 > 
역사/문화
 > 
동양사
 > 
중국사
 > 
중국고대사",9.79117E+12,"피비린내 나는 하夏·상商·주周 계시록살육과 인신공양제사, 식인 카니발리즘을 떠받친거대 제국과 인간 사냥꾼들의 공조 체제
고대사의 인식 패러다임을 바꿔놓을 책 중국 출간 1년 만에 40만 부 돌파 주나라 건국 이후 치밀하게 자행된 과거사 지우기는문왕·강태공, 주공·공자의 허구적 이미지를 만들었고복수의 책 『역易』을 지혜의 책 『주역周易』으로 변신시켰다그리고 무려 3000년의 역사를 공백으로 덮어버렸다.“전쟁의 역사를 살펴보니, 역사에는 과연 전쟁과 죽임이 가득 차 있었으나, 어휘들이 감성의 직관적 인지를 걸러버려서 ‘몰입감’을 느끼기 어려웠다. 그리고 처참하게 죽은 유골의 사진을 보면서 인신공양제사의 살육 현장을 환원하여 살인자와 피살자의 심리 세계에 들어가보려고 시도했으나, 항상 압력을 감당할 힘이 없음을 느꼈다. (…) 이 벗어날 수 없는 공포의 여행은 마치 시체로 가득 덮인 황야를 홀로 걸어 지나는 것과 같았다.” _저자 후기◆ 상고시대 인신공양제사의 분류 ◆ ◆ 거대 곳집府庫의 수수께끼 ◆◆ 가장 잔인했던 샤오솽차오, 다스쿵 취락 ◆◆ 북방의 식인 부락 ◆◆ 최초의 찜 쪄진 사람 머리 ◆◆ 상나라 귀족 자제의 포로 사냥 수업 ◆◆ 발굴된 문왕의 지하 작업실, 드러난 복수 계획 ◆◆ 64괘는 왜 짝을 이루는가? ◆◆ 아들 백읍고의 고기를 먹고 성분을 증명해야 했던 문왕 ◆◆ 『역경』 속의 상나라 정벌 모략 ◆◆ 정복자를 맞이하는 은허 ◆◆ 공자, 주공의 수수께끼를 풀다 ◆"
그래도 여자보다는 삼국지에 대해 잘 알아야 하지 않겠어요?,정미현,"국내도서
 > 
역사/문화
 > 
동양사
 > 
중국사
 > 
중국고대사",9.79119E+12,"삼국지 다시 읽기는 귀찮은데 남들보다 아는 척은 하고 싶어!
“삼국지를 세 번 읽지 않은 사람과는 상대도 하지 말라.”더라. 그런데 이 바쁜 세상, 삼국지를 언제 세 번씩 읽겠어. 읽어도 마찬가지다. 열심히 읽었는데, 정사는 다르단다. 정사까지 읽었더니, 정사 말고 다른 사서가 또 있대. 이게 뭐야?당신이 알고 있던 삼국지는 틀린 삼국지다!당신이 몰랐던 삼국지도 여기에 있다!삼국지를 꼭 세 번 다 읽을 필요는 없다. 판본을 하나하나 다 살펴볼 필요도 없다. 이 책이 당신을 삼국지를 서른 번 읽은 사람처럼 만들어 줄 것이다."
아틀라스 일본사,일본사학회,"국내도서
 > 
역사/문화
 > 
동양사
 > 
일본사
 > 
일본사일반",9.78896E+12,"지도와 함께 읽는 일본사 개설서!
입체적인 역사 체험을 제공하는 「아틀라스 역사」시리즈 제4권 『아틀라스 일본사』. 일본열도의 탄생부터 1990년대 이후의 장기 불황 시대까지 전체 일본사를 아우르는 이 책은 총 89개의 테마로 구성되어 있다. 각각의 테마는 양쪽 펼친 페이지에 담겨 있으며, 정치적 사건의 전개, 인구와 물자의 이동, 산업과 문화의 분포 등 일본사의 다양한 국면들을 179컷의 역사지도와 각종 표와 그래프로 나타내었다. 본문 말미에는 일본사의 주요 사건을 집약한 '일본사 연표'를 수록하여 독자들이 자신이 읽고 잇는 시기가 어디쯤인지 수시로 확인해 볼 수 있다.
「아틀라스 역사」시리즈는 시간 중심적인 역사 서술을 탈피하고, 시간과 공간을 대등하게 아우르며 역사의 현장을 생생하게 재구성한 역사책이다. 상세한 텍스트와 생생한 지도가 함께 어우어져 있어 역사를 보다 입체적으로 이해할 수 있게 도와준다. 지형이 살아 움직이는 듯한 음영기복도를 사용하였으며, 풍부한 도판 자료와 시각화된 통계 자료를 곳곳에 배치하였다."
인도 100문 100답 2,이광수,"국내도서
 > 
인문
 > 
인문학일반
 > 
인문교양",9.79119E+12,"인도 경제는 계속 성장할까? 인도가 중국을 대체하는 시장이 될까?모디의 인도는 어디로 가는가?
편견 없이 다가가는 ‘한 걸음 더’ 인도 교양서국내 유일, 최고를 자부하는 인도 지역 전문가 이광수 교수(부산외국어대)의 두 번째이자 ‘어쩌면’ 마지막 인도 교양서. 유튜브 채널 〈최준영 박사의 지구본 연구소〉에서 1년 넘게 강의하면서, 기타 여러 단체나 기관의 특강 자리에서 만나고 접한 사람들의 반응에 대한 일종의 피드백이다. 2018년 문답 형식으로 엮은 인도 교양서를 출간한 뒤 사람들이 경제나 비즈니스보다 사회나 정치, 문화에 관한 질문을 주로 던지는 데에서 착안하여 본인의 전공이기도 한 역사 기반의 두 번째 교양서를 펴내게 되었다. 사람들이 인도에 관해 알고 싶어도 인도 역사에 대한 이해가 없다시피 하니 도중에 포기하더라는 것이다. 전문가도 쉽지 않은 방대한 인도 역사를 일반 독자에게 단번에 이해시킬 수는 없는 터. 1문 1답 식으로 ‘팩트’만 명시한 후 그에 대한 역사적 분석과 그 사회문화적 의미를 해설하는 방식으로 인도 역사·문화·정치·사회....경제에 대한 엑기스만 뽑아 구성했다. 이 책을 읽고 나면 인도라는 나라의 구체적인 상이 ‘편견 없이’ 그려지도록. 〈태어난 김에 세계일주 2〉 인도편에서 기안84가 시크교도 성지에 간 것이 역사적·정치적으로 어떤 의미였는지, 결혼식장에서 하객으로 춤을 추는 것이 어떤 마음의 표현인지, 인도라는 낯선 세계로 들어설 때 왜 존중과 배려가 필수인지 알게 된다."
"해밑섬, 일본을 걷다",이재일,"국내도서
 > 
역사/문화
 > 
동양사
 > 
동양사일반",9.79119E+12,"한반도인의 일본 이주 고대사를 기행하다
‘해밑섬’이라함은 일본의 일(日)은 우리말 ‘해’이며 본(本)은 우리말 ‘밑’을 뜻하는 현재의 일본 열도를 뜻한다.이 책은 기 원전 3세기경부터 시작하여 기원후 7세기까지의 약 1000년에 걸쳐 펼쳐졌던 한반도인들의 일본열도로의 장대한 이주의 자취를 찾아가는 역사기행이다.저자는 도쿄에 살고 있던 어느날 도쿄평야에 남아있는 고구려 이주민들의 역사를 알게되고 놀라움을 금치 못한다. 저자가 그때까지 알지 못했고 배운 적도 없는 새로운 사실이었기 때문이다. 우리 선조들이 언제 어떻게 무슨 이유로 이곳까지 왔을까를 궁리하던 중 재일 역사가 김달수씨의 한반도 도래인에 관한 연구를 접하게 된다. 그의 책에는 고구려인 뿐만 아니라 도쿄평야의 북쪽에 남아있는 신라인과 가야인의 발자취에 대한 기록도 있었다.도쿄평야에 남겨진 한반도 이주 집단의 역사를 알아보는 과정에서 시간을 두고 겹겹이 쌓여온 지층과 같은 한반도 이주민들의 역사를 알게되고 그들이 도쿄평야를 개척한 주역이었을 수도 있다는 생각이 들면서 그렇다면 과연 우리가 알고 있던 일본열도의 본토인이라는 일본인이란 누구인가에 대한 생각을 하게된다. 또한 이 고대의 한반도 이주민들이 시간이 지나면서 중세에는 어떻게 되었을까 하는 의문을 풀어보기 시작한다.저자는 도쿄 지방을 시작으로 역사기행의 범위를 넓혀가며 한반도 선조들의 고대 이주의 역사가 남아있는 일본열도 내의 여러 현장을 방문하기 시작한다. 역사기행의 범위는 도쿄평야에서 일본열도의 본섬인 혼슈의 북쪽 해안으로 이어지고 세토내해 양안, 교토 주변, 오사카 남쪽의 가와치, 나라와 아스카 그리고 규슈 전역에 이르기까지 한반도 이주민들의 자취가 남아있는 일본열도 전지역에 걸쳤다.저자는 기행과 더불어 한일고대사에 관한 기존의 모든 역사 가설들을 폭넓게 살펴보고 이 가설들 사이에 공통적인 부분을 발견한다. 확실한 것은 기원전부터 시작된 한반도로부터 일본열도로의 초기 이주, 이주의 주체에 대해서는 이견이 있지만 기원후 3~4세기에 일어난 강력한 한반도 세력의 일본열도 진출과 이를 전후한 집단 이주, 그리고 5~6세기에 나타난 백제계 세력의 일본열도에 대한 영향력 증대 등이다.저자는 귀국 후 우리 고대국가들의 초기역사를 살펴보며 국내의 답사활동을 계속하였다. 일본열도에서 보고 알게된 것들과 우리 고대사와의 연관성을 확인하기 위해서였다.이러한 역사기행의 기록과 한일고대사의 가설들을 3편의 책으로 정리하였고 이 책은 그 첫번째 편이다."
이스라엘에 대한 열 가지 신화,일란 파페,"국내도서
 > 
역사/문화
 > 
동양사
 > 
이스라엘/유대인",9.79119E+12,"이스라엘-팔레스타인 분쟁의 본질을 가장 쉽게 이해할 수 있는 10가지 키워드.
역사는 어떻게 학살의 무기가 되는가? 학살의 피해자였던 유대인들은 지금 끔찍한 종족 청소의 가해자가 되었다. 이스라엘은 팔레스타인에서 전쟁 범죄를 저지르고도 처벌은커녕 비판조차 받지 않는다. 유럽의 반유대주의와 시오니즘, 종교적인 믿음이 얽혀 만들어 낸 이스라엘에 대한 신화가 우리의 눈을 가리고 있기 때문이다. 만들어진 신화는 역사가 되어 팔레스타인 사람들에 대한 학살을 정당화하고 있다. 유대인 역사학자 일란 파페는 이스라엘을 구축한 10가지 신화에 대한 통렬한 비판을 통해 이스라엘의 거짓을 고발한다."
"요시다 쇼인, 시대를 반역하다",김세진,"국내도서
 > 
역사/문화
 > 
동양사
 > 
일본사
 > 
일본근현대사",9.79117E+12,"요시다 쇼인과 쇼카손주쿠 학생들의끝나지 않은 이야기
2018년 광복절에 첫선을 보인 이래 독자들의 꾸준한 관심을 받아온 『요시다 쇼인, 시대를 반역하다』가 개정증보판으로 다시 돌아왔다.2018년 8월 15일 광복절에 이 책을 출판하며 요시다 쇼인과 작별했다. 그런데 쇼인은 헤어질 결심을 안 했거나 못 하나 보다. 곳곳에서 계속 찾아온다. 책이 나온 뒤 한국 사회에서 요시다 쇼인을 언급하는 횟수가 급격하게 늘어났다. 전국 각지에서 강연하며 다양한 분들을 만나 ‘요시다 쇼인들’을 알렸다. 한일관계에 잡음이 있을 때마다 요시다 쇼인이 주요 언론에 등장했고, 2019년에는 거국적인 반일운동이 몰아칠 때 특히 주목받았다.‘개정판 출간에 부쳐’ 중에서이번 책은 초판의 내용이나 틀을 최대한 보전하려고 했다. 저자가 쇼인을 탐방하고 연구하던 당시의 생각과 마음을 있는 그대로 전하고자 한 것이다.다만 개정 증보한 만큼 초판과 달라진 점을 간략하게 짚어보자면, 우선 출판 이후 탐방하고 답사한 일본 각지(도쿄, 요코스카, 오사카, 교토, 후쿠오카, 나가사키, 하기, 시모노세키 등)에서 확보한 사진 약 50장을 담았다. 초판에서 설명이 부족하거나 빠진 부분을 보완하며, 2015년 쇼인의 학교(쇼카손주쿠)가 유네스코 세계문화유산으로 등재된 뒤에 완공한 기념시설에 관한 내용도 수록했다. 이와 함께 출판 이후 연구하며 참고한 문헌을 추가하고, 저자의 유튜브 ‘코리아세진’에 올린 현장답사 영상들도 손쉽게 접할 수 있게 부록으로 덧붙였다. 한마디로 초판보다 더 입체적이고 생생하게 요시다 쇼인과 쇼카손주쿠를 이해할 수 있도록 구성했다."
